El tamaño del palíndromo será de 3701

P; inicio 
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111P111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111P1111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110P01111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111100P001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000P0001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110001P10001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111100011P110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000111P1110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110001110P01110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111100011100P001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000111000P0001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110001110001P10001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111100011100011P110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000111000110P0110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110001110001101P10110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111100011100011011P110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000111000110110P0110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110001110001101101P10110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
